microrregiao,percentil,start,end,duration_days
GARANHUNS,97.5,2017-11-08,2017-12-09,32
GARANHUNS,97.5,2017-12-26,2017-12-30,5
GARANHUNS,97.5,2018-12-03,2018-12-09,7
GARANHUNS,97.5,2019-11-14,2019-11-30,17
GARANHUNS,97.5,2021-11-03,2021-11-06,4
GARANHUNS,97.5,2021-11-19,2021-12-02,14
GARANHUNS,97.5,2023-11-13,2023-11-20,8
ITAPARICA,90.0,1994-10-14,1994-10-29,16
ITAPARICA,90.0,1994-11-07,1994-11-16,10
ITAPARICA,90.0,1995-10-03,1995-10-13,11
ITAPARICA,90.0,1995-10-21,1995-10-31,11
ITAPARICA,90.0,1996-09-26,1996-11-02,38
ITAPARICA,90.0,1997-09-04,1997-10-07,34
ITAPARICA,90.0,1997-10-11,1997-10-16,6
ITAPARICA,90.0,1997-10-21,1997-10-28,8
ITAPARICA,90.0,1997-11-09,1997-11-15,7
ITAPARICA,90.0,1998-09-19,1998-09-24,6
ITAPARICA,90.0,1998-09-27,1998-11-27,62
ITAPARICA,90.0,1999-10-17,1999-10-28,12
ITAPARICA,90.0,2000-10-30,2000-11-04,6
ITAPARICA,90.0,2000-11-26,2000-11-29,4
ITAPARICA,90.0,2001-09-08,2001-09-13,6
ITAPARICA,90.0,2001-09-26,2001-10-09,14
ITAPARICA,90.0,2001-10-17,2001-10-27,11
ITAPARICA,90.0,2001-11-01,2001-11-06,6
ITAPARICA,90.0,2001-11-08,2001-11-20,13
ITAPARICA,90.0,2003-09-26,2003-10-01,6
ITAPARICA,90.0,2003-10-06,2003-10-15,10
ITAPARICA,90.0,2003-11-11,2003-11-24,14
ITAPARICA,90.0,2003-11-29,2003-12-06,8
ITAPARICA,90.0,2003-12-20,2003-12-24,5
ITAPARICA,90.0,2004-09-28,2004-10-17,20
ITAPARICA,90.0,2004-10-23,2004-11-14,23
ITAPARICA,90.0,2004-11-28,2004-12-02,5
ITAPARICA,90.0,2005-09-29,2005-10-04,6
ITAPARICA,90.0,2005-10-09,2005-11-20,43
ITAPARICA,90.0,2006-09-18,2006-09-26,9
ITAPARICA,90.0,2006-10-04,2006-10-06,3
ITAPARICA,90.0,2006-10-17,2006-10-31,15
ITAPARICA,90.0,2006-11-04,2006-11-12,9
ITAPARICA,90.0,2006-11-25,2006-11-29,5
ITAPARICA,90.0,2008-09-22,2008-10-02,11
ITAPARICA,90.0,2008-10-15,2008-10-19,5
ITAPARICA,90.0,2008-10-25,2008-11-27,34
ITAPARICA,90.0,2009-09-22,2009-10-27,36
ITAPARICA,90.0,2009-10-29,2009-11-04,7
ITAPARICA,90.0,2009-11-18,2009-12-02,15
ITAPARICA,90.0,2010-09-15,2010-10-14,30
ITAPARICA,90.0,2013-09-25,2013-10-09,15
ITAPARICA,90.0,2013-10-18,2013-11-05,19
ITAPARICA,90.0,2014-09-18,2014-10-02,15
ITAPARICA,90.0,2014-10-24,2014-10-29,6
ITAPARICA,90.0,2015-08-26,2015-08-28,3
ITAPARICA,90.0,2015-09-05,2015-09-12,8
ITAPARICA,90.0,2015-09-22,2015-12-10,80
ITAPARICA,90.0,2016-09-16,2016-10-12,27
ITAPARICA,90.0,2016-10-15,2016-11-06,23
ITAPARICA,90.0,2016-11-08,2016-12-01,24
ITAPARICA,90.0,2017-10-02,2017-10-04,3
ITAPARICA,90.0,2017-10-28,2017-11-10,14
ITAPARICA,90.0,2017-11-19,2017-11-24,6
ITAPARICA,90.0,2017-12-04,2017-12-09,6
ITAPARICA,90.0,2018-09-12,2018-11-03,53
ITAPARICA,90.0,2018-11-07,2018-11-23,17
ITAPARICA,90.0,2019-09-24,2019-11-24,62
ITAPARICA,90.0,2021-10-01,2021-10-26,26
ITAPARICA,90.0,2021-11-11,2021-11-13,3
ITAPARICA,90.0,2021-11-22,2021-11-26,5
ITAPARICA,90.0,2022-10-04,2022-10-11,8
ITAPARICA,90.0,2022-10-19,2022-10-29,11
ITAPARICA,90.0,2023-08-28,2023-08-31,4
ITAPARICA,90.0,2023-09-23,2023-09-30,8
ITAPARICA,90.0,2023-10-02,2023-10-10,9
ITAPARICA,90.0,2023-10-20,2023-11-01,13
ITAPARICA,90.0,2023-11-07,2023-11-10,4
ITAPARICA,90.0,2023-11-15,2023-11-19,5
ITAPARICA,95.0,1994-10-17,1994-10-27,11
ITAPARICA,95.0,1995-10-22,1995-10-30,9
ITAPARICA,95.0,1996-10-03,1996-10-13,11
ITAPARICA,95.0,1996-10-23,1996-10-29,7
ITAPARICA,95.0,1997-09-09,1997-09-24,16
ITAPARICA,95.0,1997-09-26,1997-10-06,11
ITAPARICA,95.0,1998-10-12,1998-10-18,7
ITAPARICA,95.0,1998-10-23,1998-11-03,12
ITAPARICA,95.0,1998-11-10,1998-11-21,12
ITAPARICA,95.0,1999-10-21,1999-10-25,5
ITAPARICA,95.0,2001-09-28,2001-10-08,11
ITAPARICA,95.0,2001-10-18,2001-10-26,9
ITAPARICA,95.0,2001-11-03,2001-11-05,3
ITAPARICA,95.0,2001-11-12,2001-11-16,5
ITAPARICA,95.0,2003-10-11,2003-10-14,4
ITAPARICA,95.0,2004-10-09,2004-10-12,4
ITAPARICA,95.0,2004-10-26,2004-11-02,8
ITAPARICA,95.0,2004-11-09,2004-11-13,5
ITAPARICA,95.0,2005-10-14,2005-11-01,19
ITAPARICA,95.0,2005-11-13,2005-11-18,6
ITAPARICA,95.0,2008-09-23,2008-09-28,6
ITAPARICA,95.0,2008-11-06,2008-11-13,8
ITAPARICA,95.0,2009-10-07,2009-10-23,17
ITAPARICA,95.0,2010-09-20,2010-10-12,23
ITAPARICA,95.0,2013-09-29,2013-10-07,9
ITAPARICA,95.0,2013-10-20,2013-10-22,3
ITAPARICA,95.0,2013-10-25,2013-11-02,9
ITAPARICA,95.0,2014-09-19,2014-09-23,5
ITAPARICA,95.0,2014-09-29,2014-10-01,3
ITAPARICA,95.0,2015-09-24,2015-09-26,3
ITAPARICA,95.0,2015-09-28,2015-10-08,11
ITAPARICA,95.0,2015-10-13,2015-12-07,56
ITAPARICA,95.0,2016-09-18,2016-09-28,11
ITAPARICA,95.0,2016-09-30,2016-10-10,11
ITAPARICA,95.0,2016-10-18,2016-11-01,15
ITAPARICA,95.0,2016-11-13,2016-11-30,18
ITAPARICA,95.0,2017-11-19,2017-11-21,3
ITAPARICA,95.0,2018-09-14,2018-09-18,5
ITAPARICA,95.0,2018-09-30,2018-10-03,4
ITAPARICA,95.0,2018-10-14,2018-11-02,20
ITAPARICA,95.0,2018-11-11,2018-11-20,10
ITAPARICA,95.0,2019-09-28,2019-10-01,4
ITAPARICA,95.0,2019-10-07,2019-11-22,47
ITAPARICA,95.0,2021-10-05,2021-10-20,16
ITAPARICA,95.0,2022-10-08,2022-10-10,3
ITAPARICA,95.0,2023-09-24,2023-09-28,5
ITAPARICA,95.0,2023-10-02,2023-10-08,7
ITAPARICA,95.0,2023-10-21,2023-10-31,11
ITAPARICA,95.0,2023-11-17,2023-11-19,3
ITAPARICA,97.5,1995-10-22,1995-10-29,8
ITAPARICA,97.5,1996-10-24,1996-10-26,3
ITAPARICA,97.5,1997-09-12,1997-09-24,13
ITAPARICA,97.5,1997-09-27,1997-10-06,10
ITAPARICA,97.5,1998-10-25,1998-10-31,7
ITAPARICA,97.5,1998-11-13,1998-11-15,3
ITAPARICA,97.5,2001-09-30,2001-10-07,8
ITAPARICA,97.5,2001-10-19,2001-10-25,7
ITAPARICA,97.5,2003-10-11,2003-10-13,3
ITAPARICA,97.5,2004-11-11,2004-11-13,3
ITAPARICA,97.5,2005-10-26,2005-11-01,7
ITAPARICA,97.5,2009-10-16,2009-10-19,4
ITAPARICA,97.5,2010-09-23,2010-10-06,14
ITAPARICA,97.5,2013-10-01,2013-10-06,6
ITAPARICA,97.5,2013-10-29,2013-10-31,3
ITAPARICA,97.5,2014-09-20,2014-09-23,4
ITAPARICA,97.5,2015-09-30,2015-10-06,7
ITAPARICA,97.5,2015-10-27,2015-11-04,9
ITAPARICA,97.5,2015-11-13,2015-12-05,23
ITAPARICA,97.5,2016-09-19,2016-09-27,9
ITAPARICA,97.5,2016-10-01,2016-10-09,9
ITAPARICA,97.5,2016-10-20,2016-10-30,11
ITAPARICA,97.5,2016-11-15,2016-11-28,14
ITAPARICA,97.5,2018-09-15,2018-09-18,4
ITAPARICA,97.5,2018-10-17,2018-10-31,15
ITAPARICA,97.5,2019-10-08,2019-10-10,3
ITAPARICA,97.5,2019-10-18,2019-10-31,14
ITAPARICA,97.5,2019-11-12,2019-11-19,8
ITAPARICA,97.5,2021-10-08,2021-10-18,11
ITAPARICA,97.5,2023-09-24,2023-09-27,4
ITAPARICA,97.5,2023-10-02,2023-10-07,6
ITAPARICA,97.5,2023-10-22,2023-10-30,9
MEDIO CAPIBARIBE,90.0,1994-10-05,1994-12-12,69
MEDIO CAPIBARIBE,90.0,1996-09-30,1996-10-02,3
MEDIO CAPIBARIBE,90.0,1996-10-28,1996-11-18,22
MEDIO CAPIBARIBE,90.0,1998-10-27,1998-12-24,59
MEDIO CAPIBARIBE,90.0,1999-11-17,1999-12-02,16
MEDIO CAPIBARIBE,90.0,1999-12-25,1999-12-31,7
MEDIO CAPIBARIBE,90.0,2001-10-31,2001-12-09,40
MEDIO CAPIBARIBE,90.0,2003-10-16,2003-12-29,75
MEDIO CAPIBARIBE,90.0,2004-11-02,2004-12-28,57
MEDIO CAPIBARIBE,90.0,2005-01-19,2005-01-29,11
MEDIO CAPIBARIBE,90.0,2005-10-31,2006-01-06,68
MEDIO CAPIBARIBE,90.0,2006-10-23,2006-12-12,51
MEDIO CAPIBARIBE,90.0,2010-10-06,2010-12-09,65
MEDIO CAPIBARIBE,90.0,2010-12-18,2010-12-29,12
MEDIO CAPIBARIBE,90.0,2013-11-20,2014-01-01,43
MEDIO CAPIBARIBE,90.0,2014-11-03,2014-12-04,32
MEDIO CAPIBARIBE,90.0,2015-10-14,2015-12-10,58
MEDIO CAPIBARIBE,90.0,2016-09-22,2016-10-20,29
MEDIO CAPIBARIBE,90.0,2016-10-29,2016-12-26,59
MEDIO CAPIBARIBE,90.0,2017-11-02,2018-01-02,62
MEDIO CAPIBARIBE,90.0,2018-10-29,2018-12-02,35
MEDIO CAPIBARIBE,90.0,2019-10-01,2020-01-22,114
MEDIO CAPIBARIBE,90.0,2021-10-23,2021-12-05,44
MEDIO CAPIBARIBE,90.0,2022-10-26,2022-11-16,22
MEDIO CAPIBARIBE,90.0,2022-11-22,2022-11-27,6
MEDIO CAPIBARIBE,90.0,2023-10-29,2023-12-01,34
MEDIO CAPIBARIBE,95.0,1994-11-14,1994-12-06,23
MEDIO CAPIBARIBE,95.0,1996-10-31,1996-11-07,8
MEDIO CAPIBARIBE,95.0,1998-10-31,1998-12-13,44
MEDIO CAPIBARIBE,95.0,2001-11-09,2001-11-26,18
MEDIO CAPIBARIBE,95.0,2003-10-29,2003-12-21,54
MEDIO CAPIBARIBE,95.0,2004-11-08,2004-12-17,40
MEDIO CAPIBARIBE,95.0,2005-11-07,2005-12-05,29
MEDIO CAPIBARIBE,95.0,2006-11-17,2006-12-06,20
MEDIO CAPIBARIBE,95.0,2010-10-25,2010-12-01,38
MEDIO CAPIBARIBE,95.0,2013-11-28,2013-12-13,16
MEDIO CAPIBARIBE,95.0,2014-11-14,2014-11-25,12
MEDIO CAPIBARIBE,95.0,2015-10-21,2015-12-05,46
MEDIO CAPIBARIBE,95.0,2016-10-04,2016-10-10,7
MEDIO CAPIBARIBE,95.0,2016-11-09,2016-12-16,38
MEDIO CAPIBARIBE,95.0,2017-11-06,2017-12-11,36
MEDIO CAPIBARIBE,95.0,2019-10-24,2019-12-02,40
MEDIO CAPIBARIBE,95.0,2021-10-28,2021-11-08,12
MEDIO CAPIBARIBE,95.0,2021-11-10,2021-11-29,20
MEDIO CAPIBARIBE,95.0,2022-10-29,2022-11-13,16
MEDIO CAPIBARIBE,95.0,2023-10-31,2023-11-29,30
MEDIO CAPIBARIBE,97.5,1994-11-21,1994-12-03,13
MEDIO CAPIBARIBE,97.5,1998-11-03,1998-12-05,33
MEDIO CAPIBARIBE,97.5,2001-11-14,2001-11-19,6
MEDIO CAPIBARIBE,97.5,2003-11-03,2003-11-15,13
MEDIO CAPIBARIBE,97.5,2004-12-04,2004-12-12,9
MEDIO CAPIBARIBE,97.5,2005-11-10,2005-11-16,7
MEDIO CAPIBARIBE,97.5,2006-11-25,2006-12-02,8
MEDIO CAPIBARIBE,97.5,2010-11-17,2010-11-26,10
MEDIO CAPIBARIBE,97.5,2015-10-29,2015-12-02,35
MEDIO CAPIBARIBE,97.5,2016-11-16,2016-12-09,24
MEDIO CAPIBARIBE,97.5,2017-11-08,2017-12-05,28
MEDIO CAPIBARIBE,97.5,2019-10-29,2019-11-28,31
MEDIO CAPIBARIBE,97.5,2021-10-31,2021-11-08,9
MEDIO CAPIBARIBE,97.5,2021-11-16,2021-11-26,11
MEDIO CAPIBARIBE,97.5,2022-10-31,2022-11-11,12
MEDIO CAPIBARIBE,97.5,2023-11-02,2023-11-24,23
PAJEU,90.0,1994-09-30,1994-10-06,7
PAJEU,90.0,1994-10-14,1994-11-16,34
PAJEU,90.0,1995-10-01,1995-11-02,33
PAJEU,90.0,1996-09-29,1996-10-30,32
PAJEU,90.0,1997-09-08,1997-09-23,16
PAJEU,90.0,1997-09-26,1997-10-17,22
PAJEU,90.0,1997-10-25,1997-11-12,19
PAJEU,90.0,1998-09-20,1998-10-29,40
PAJEU,90.0,1998-11-13,1998-11-28,16
PAJEU,90.0,1999-10-16,1999-11-04,20
PAJEU,90.0,2000-10-01,2000-10-09,9
PAJEU,90.0,2000-11-01,2000-11-04,4
PAJEU,90.0,2001-09-27,2001-10-09,13
PAJEU,90.0,2001-10-18,2001-10-27,10
PAJEU,90.0,2001-11-08,2001-11-23,16
PAJEU,90.0,2003-09-23,2003-09-30,8
PAJEU,90.0,2003-10-05,2003-10-16,12
PAJEU,90.0,2003-10-27,2003-10-29,3
PAJEU,90.0,2003-11-09,2003-11-26,18
PAJEU,90.0,2003-12-21,2003-12-25,5
PAJEU,90.0,2004-09-29,2004-10-20,22
PAJEU,90.0,2004-10-22,2004-11-08,18
PAJEU,90.0,2005-10-01,2005-11-01,32
PAJEU,90.0,2005-11-06,2005-11-19,14
PAJEU,90.0,2006-09-29,2006-10-10,12
PAJEU,90.0,2006-10-12,2006-11-12,32
PAJEU,90.0,2006-11-24,2006-12-02,9
PAJEU,90.0,2008-09-20,2008-10-02,13
PAJEU,90.0,2008-10-13,2008-11-14,33
PAJEU,90.0,2008-11-20,2008-11-27,8
PAJEU,90.0,2009-09-28,2009-11-07,41
PAJEU,90.0,2009-11-20,2009-12-06,17
PAJEU,90.0,2010-09-20,2010-10-25,36
PAJEU,90.0,2013-09-25,2013-10-11,17
PAJEU,90.0,2013-10-20,2013-11-05,17
PAJEU,90.0,2014-09-26,2014-10-03,8
PAJEU,90.0,2014-10-24,2014-10-28,5
PAJEU,90.0,2015-09-26,2015-12-11,77
PAJEU,90.0,2016-09-17,2016-11-06,51
PAJEU,90.0,2016-11-08,2016-11-29,22
PAJEU,90.0,2017-09-30,2017-10-06,7
PAJEU,90.0,2017-10-26,2017-12-08,44
PAJEU,90.0,2018-09-23,2018-11-26,65
PAJEU,90.0,2019-09-25,2019-11-23,60
PAJEU,90.0,2021-10-01,2021-10-23,23
PAJEU,90.0,2021-11-20,2021-12-02,13
PAJEU,90.0,2022-10-05,2022-10-14,10
PAJEU,90.0,2022-10-23,2022-10-31,9
PAJEU,90.0,2023-09-22,2023-10-14,23
PAJEU,90.0,2023-10-20,2023-11-02,14
PAJEU,90.0,2023-11-16,2023-11-19,4
PAJEU,95.0,1994-10-18,1994-11-11,25
PAJEU,95.0,1995-10-06,1995-10-31,26
PAJEU,95.0,1996-10-12,1996-10-26,15
PAJEU,95.0,1997-09-12,1997-09-20,9
PAJEU,95.0,1997-09-27,1997-10-12,16
PAJEU,95.0,1998-10-06,1998-10-20,15
PAJEU,95.0,1999-10-18,1999-10-29,12
PAJEU,95.0,2001-09-29,2001-10-08,10
PAJEU,95.0,2001-10-19,2001-10-26,8
PAJEU,95.0,2003-10-07,2003-10-15,9
PAJEU,95.0,2004-10-03,2004-10-11,9
PAJEU,95.0,2004-10-27,2004-11-03,8
PAJEU,95.0,2005-10-14,2005-10-26,13
PAJEU,95.0,2006-10-22,2006-10-31,10
PAJEU,95.0,2008-10-16,2008-10-21,6
PAJEU,95.0,2009-10-03,2009-10-23,21
PAJEU,95.0,2010-09-25,2010-10-13,19
PAJEU,95.0,2013-09-30,2013-10-09,10
PAJEU,95.0,2013-10-23,2013-11-02,11
PAJEU,95.0,2015-09-29,2015-12-05,68
PAJEU,95.0,2016-09-19,2016-09-28,10
PAJEU,95.0,2016-09-30,2016-10-14,15
PAJEU,95.0,2016-10-16,2016-11-02,18
PAJEU,95.0,2016-11-12,2016-11-27,16
PAJEU,95.0,2017-11-15,2017-11-21,7
PAJEU,95.0,2018-10-07,2018-11-04,29
PAJEU,95.0,2018-11-09,2018-11-23,15
PAJEU,95.0,2019-10-01,2019-11-19,50
PAJEU,95.0,2021-10-04,2021-10-19,16
PAJEU,95.0,2021-11-24,2021-11-28,5
PAJEU,95.0,2022-10-07,2022-10-11,5
PAJEU,95.0,2022-10-24,2022-10-31,8
PAJEU,95.0,2023-09-24,2023-10-10,17
PAJEU,95.0,2023-10-22,2023-11-01,11
PAJEU,97.5,1994-10-22,1994-10-30,9
PAJEU,97.5,1995-10-15,1995-10-30,16
PAJEU,97.5,1997-09-15,1997-09-17,3
PAJEU,97.5,1997-09-28,1997-10-10,13
PAJEU,97.5,1998-10-10,1998-10-18,9
PAJEU,97.5,1999-10-23,1999-10-25,3
PAJEU,97.5,2001-10-02,2001-10-07,6
PAJEU,97.5,2001-10-20,2001-10-25,6
PAJEU,97.5,2003-10-09,2003-10-14,6
PAJEU,97.5,2010-09-29,2010-10-09,11
PAJEU,97.5,2013-10-05,2013-10-07,3
PAJEU,97.5,2013-10-27,2013-10-31,5
PAJEU,97.5,2015-10-01,2015-10-12,12
PAJEU,97.5,2015-10-14,2015-11-03,21
PAJEU,97.5,2015-11-08,2015-12-02,25
PAJEU,97.5,2016-10-01,2016-10-12,12
PAJEU,97.5,2016-10-19,2016-10-28,10
PAJEU,97.5,2016-11-16,2016-11-25,10
PAJEU,97.5,2018-10-15,2018-11-01,18
PAJEU,97.5,2018-11-12,2018-11-17,6
PAJEU,97.5,2019-10-07,2019-11-05,30
PAJEU,97.5,2019-11-14,2019-11-16,3
PAJEU,97.5,2021-10-07,2021-10-17,11
PAJEU,97.5,2023-09-25,2023-10-08,14
PAJEU,97.5,2023-10-23,2023-10-30,8
PETROLINA,90.0,1994-10-03,1994-10-08,6
PETROLINA,90.0,1994-10-19,1994-10-31,13
PETROLINA,90.0,1994-11-10,1994-11-16,7
PETROLINA,90.0,1995-09-28,1995-10-16,19
PETROLINA,90.0,1995-10-26,1995-10-29,4
PETROLINA,90.0,1996-09-20,1996-10-26,37
PETROLINA,90.0,1997-09-15,1997-10-07,23
PETROLINA,90.0,1998-09-07,1998-11-05,60
PETROLINA,90.0,1998-11-08,1998-11-20,13
PETROLINA,90.0,1999-09-11,1999-09-26,16
PETROLINA,90.0,1999-10-18,1999-10-27,10
PETROLINA,90.0,1999-11-04,1999-11-08,5
PETROLINA,90.0,2000-10-06,2000-10-08,3
PETROLINA,90.0,2000-10-16,2000-10-24,9
PETROLINA,90.0,2001-09-09,2001-09-14,6
PETROLINA,90.0,2001-09-26,2001-10-11,16
PETROLINA,90.0,2001-10-19,2001-10-21,3
PETROLINA,90.0,2001-10-29,2001-11-19,22
PETROLINA,90.0,2003-08-29,2003-08-31,3
PETROLINA,90.0,2003-10-07,2003-10-10,4
PETROLINA,90.0,2003-10-29,2003-11-02,5
PETROLINA,90.0,2003-12-21,2003-12-26,6
PETROLINA,90.0,2004-09-15,2004-09-17,3
PETROLINA,90.0,2004-10-04,2004-10-20,17
PETROLINA,90.0,2004-10-25,2004-11-03,10
PETROLINA,90.0,2004-11-06,2004-11-20,15
PETROLINA,90.0,2005-09-05,2005-09-08,4
PETROLINA,90.0,2005-09-18,2005-10-07,20
PETROLINA,90.0,2005-10-09,2005-11-05,28
PETROLINA,90.0,2005-11-08,2005-11-23,16
PETROLINA,90.0,2006-09-17,2006-09-30,14
PETROLINA,90.0,2006-10-04,2006-10-10,7
PETROLINA,90.0,2008-09-14,2008-10-03,20
PETROLINA,90.0,2008-10-14,2008-10-22,9
PETROLINA,90.0,2008-10-24,2008-11-19,27
PETROLINA,90.0,2009-09-20,2009-10-20,31
PETROLINA,90.0,2009-11-25,2009-11-27,3
PETROLINA,90.0,2010-09-24,2010-11-04,42
PETROLINA,90.0,2011-10-08,2011-10-17,10
PETROLINA,90.0,2013-09-20,2013-10-07,18
PETROLINA,90.0,2013-10-19,2013-11-04,17
PETROLINA,90.0,2013-11-10,2013-11-13,4
PETROLINA,90.0,2014-09-16,2014-10-01,16
PETROLINA,90.0,2014-10-14,2014-10-16,3
PETROLINA,90.0,2015-09-02,2015-09-12,11
PETROLINA,90.0,2015-09-22,2015-10-01,10
PETROLINA,90.0,2015-10-03,2015-10-09,7
PETROLINA,90.0,2015-10-13,2015-12-03,52
PETROLINA,90.0,2016-08-14,2016-08-17,4
PETROLINA,90.0,2016-09-19,2016-11-04,47
PETROLINA,90.0,2016-11-22,2016-12-07,16
PETROLINA,90.0,2017-10-13,2017-11-02,21
PETROLINA,90.0,2018-09-11,2018-11-02,53
PETROLINA,90.0,2018-11-09,2018-11-20,12
PETROLINA,90.0,2019-09-12,2019-11-13,63
PETROLINA,90.0,2019-11-15,2019-12-01,17
PETROLINA,90.0,2021-09-06,2021-09-17,12
PETROLINA,90.0,2021-10-02,2021-10-27,26
PETROLINA,90.0,2022-09-21,2022-09-25,5
PETROLINA,90.0,2022-09-29,2022-10-13,15
PETROLINA,90.0,2022-10-15,2022-10-24,10
PETROLINA,90.0,2023-08-21,2023-09-04,15
PETROLINA,90.0,2023-09-12,2023-10-16,35
PETROLINA,90.0,2023-10-18,2023-11-02,16
PETROLINA,90.0,2023-11-10,2023-11-25,16
PETROLINA,95.0,1994-10-25,1994-10-28,4
PETROLINA,95.0,1994-11-11,1994-11-13,3
PETROLINA,95.0,1995-10-06,1995-10-13,8
PETROLINA,95.0,1997-09-15,1997-10-06,22
PETROLINA,95.0,1998-09-10,1998-09-26,17
PETROLINA,95.0,1998-10-14,1998-10-20,7
PETROLINA,95.0,1998-10-24,1998-11-04,12
PETROLINA,95.0,1999-09-21,1999-09-24,4
PETROLINA,95.0,1999-10-20,1999-10-25,6
PETROLINA,95.0,2001-09-10,2001-09-12,3
PETROLINA,95.0,2001-09-27,2001-10-10,14
PETROLINA,95.0,2001-11-01,2001-11-16,16
PETROLINA,95.0,2004-10-05,2004-10-19,15
PETROLINA,95.0,2004-10-27,2004-10-30,4
PETROLINA,95.0,2004-11-09,2004-11-20,12
PETROLINA,95.0,2005-09-19,2005-10-06,18
PETROLINA,95.0,2005-10-12,2005-11-03,23
PETROLINA,95.0,2005-11-19,2005-11-23,5
PETROLINA,95.0,2006-09-24,2006-09-27,4
PETROLINA,95.0,2006-10-07,2006-10-09,3
PETROLINA,95.0,2008-09-27,2008-09-30,4
PETROLINA,95.0,2008-10-28,2008-10-31,4
PETROLINA,95.0,2009-09-21,2009-10-01,11
PETROLINA,95.0,2010-10-04,2010-10-21,18
PETROLINA,95.0,2013-09-21,2013-10-06,16
PETROLINA,95.0,2013-10-21,2013-10-29,9
PETROLINA,95.0,2014-09-17,2014-09-30,14
PETROLINA,95.0,2015-09-02,2015-09-10,9
PETROLINA,95.0,2015-09-23,2015-09-28,6
PETROLINA,95.0,2015-10-03,2015-10-07,5
PETROLINA,95.0,2015-10-16,2015-10-19,4
PETROLINA,95.0,2015-10-21,2015-10-29,9
PETROLINA,95.0,2015-11-05,2015-11-09,5
PETROLINA,95.0,2015-11-13,2015-12-01,19
PETROLINA,95.0,2016-09-19,2016-09-30,12
PETROLINA,95.0,2016-10-06,2016-10-09,4
PETROLINA,95.0,2016-10-19,2016-11-02,15
PETROLINA,95.0,2016-11-23,2016-12-01,9
PETROLINA,95.0,2018-09-12,2018-09-25,14
PETROLINA,95.0,2018-10-21,2018-10-31,11
PETROLINA,95.0,2019-09-13,2019-10-03,21
PETROLINA,95.0,2019-10-15,2019-10-29,15
PETROLINA,95.0,2019-11-04,2019-11-09,6
PETROLINA,95.0,2019-11-15,2019-11-22,8
PETROLINA,95.0,2021-09-12,2021-09-16,5
PETROLINA,95.0,2021-10-04,2021-10-20,17
PETROLINA,95.0,2022-10-01,2022-10-08,8
